ID_REF,GSM1684096,GSM1684098,GSM1684100,GSM1684102,GSM1684104,GSM1684095,GSM1684097,GSM1684099,GSM1684101,GSM1684103
ILMN_1343048,,,,,,,,,,
ILMN_1343049,,,,,,,,,,
ILMN_1343050,,,,,,,,,,
ILMN_1343052,,,,,,,,,,
ILMN_1343059,,,,,,,,,,
ILMN_1343061,,,,,,,,,,
ILMN_1343062,,,,,,,,,,
ILMN_1343063,,,,,,,,,,
ILMN_1343064,,,,,,,,,,
ILMN_1343291,22303.3,24776.1,26775.3,25980.2,26775.3,23599.3,25980.2,24776.1,25980.2,23599.3
ILMN_1343295,7732.65,5296.75,6430.16,4801.03,5654.94,6405.33,6553.48,7699.22,6648.16,8646.44
ILMN_1343296,,,,,,,,,,
ILMN_1343297,,,,,,,,,,
ILMN_1343298,,,,,,,,,,
ILMN_1343299,,,,,,,,,,
ILMN_1343300,,,,,,,,,,
ILMN_1343301,,,,,,,,,,
ILMN_1343302,,,,,,,,,,
ILMN_1343303,,,,,,,,,,
ILMN_1343304,,,,,,,,,,
ILMN_1343305,,,,,,,,,,
ILMN_1343306,,,,,,,,,,
ILMN_1343307,,,,,,,,,,
ILMN_1343308,,,,,,,,,,
ILMN_1343309,,,,,,,,,,
ILMN_1343310,,,,,,,,,,
ILMN_1343311,,,,,,,,,,
ILMN_1343312,,,,,,,,,,
ILMN_1343313,,,,,,,,,,
ILMN_1343314,,,,,,,,,,
ILMN_1343315,,,,,,,,,,
ILMN_1343316,,,,,,,,,,
ILMN_1343317,,,,,,,,,,
ILMN_1343318,,,,,,,,,,
ILMN_1343319,,,,,,,,,,
ILMN_1343320,,,,,,,,,,
ILMN_1343321,,,,,,,,,,
ILMN_1343322,,,,,,,,,,
ILMN_1343323,,,,,,,,,,
ILMN_1343324,,,,,,,,,,
ILMN_1343325,,,,,,,,,,
ILMN_1343326,,,,,,,,,,
ILMN_1343327,,,,,,,,,,
ILMN_1343328,,,,,,,,,,
ILMN_1343329,,,,,,,,,,
ILMN_1343330,,,,,,,,,,
ILMN_1343331,,,,,,,,,,
ILMN_1343332,,,,,,,,,,
ILMN_1343333,,,,,,,,,,
ILMN_1343334,,,,,,,,,,
ILMN_1343335,,,,,,,,,,
ILMN_1343336,,,,,,,,,,
ILMN_1343337,,,,,,,,,,
ILMN_1343338,,,,,,,,,,
ILMN_1343339,,,,,,,,,,
ILMN_1343340,,,,,,,,,,
ILMN_1343341,,,,,,,,,,
ILMN_1343342,,,,,,,,,,
ILMN_1343343,,,,,,,,,,
ILMN_1343344,,,,,,,,,,
ILMN_1343345,,,,,,,,,,
ILMN_1343346,,,,,,,,,,
ILMN_1343347,,,,,,,,,,
ILMN_1343348,,,,,,,,,,
ILMN_1343349,,,,,,,,,,
ILMN_1343350,,,,,,,,,,
ILMN_1343351,,,,,,,,,,
ILMN_1343352,,,,,,,,,,
ILMN_1343353,,,,,,,,,,
ILMN_1343354,,,,,,,,,,
ILMN_1343355,,,,,,,,,,
ILMN_1343356,,,,,,,,,,
ILMN_1343357,,,,,,,,,,
ILMN_1343358,,,,,,,,,,
ILMN_1343359,,,,,,,,,,
ILMN_1343360,,,,,,,,,,
ILMN_1343361,,,,,,,,,,
ILMN_1343362,,,,,,,,,,
ILMN_1343363,,,,,,,,,,
ILMN_1343364,,,,,,,,,,
ILMN_1343365,,,,,,,,,,
ILMN_1343366,,,,,,,,,,
ILMN_1343367,,,,,,,,,,
ILMN_1343368,,,,,,,,,,
ILMN_1343369,,,,,,,,,,
ILMN_1343370,,,,,,,,,,
ILMN_1343371,,,,,,,,,,
ILMN_1343372,,,,,,,,,,
ILMN_1343373,,,,,,,,,,
ILMN_1343374,,,,,,,,,,
ILMN_1343375,,,,,,,,,,
ILMN_1343376,,,,,,,,,,
ILMN_1343377,,,,,,,,,,
ILMN_1343378,,,,,,,,,,
ILMN_1343379,,,,,,,,,,
ILMN_1343380,,,,,,,,,,
ILMN_1343381,,,,,,,,,,
ILMN_1343382,,,,,,,,,,
ILMN_1343383,,,,,,,,,,
ILMN_1343384,,,,,,,,,,
ILMN_1343385,,,,,,,,,,
ILMN_1343386,,,,,,,,,,
ILMN_1343387,,,,,,,,,,
ILMN_1343388,,,,,,,,,,
ILMN_1343389,,,,,,,,,,
ILMN_1343390,,,,,,,,,,
ILMN_1343391,,,,,,,,,,
ILMN_1343392,,,,,,,,,,
ILMN_1343393,,,,,,,,,,
ILMN_1343394,,,,,,,,,,
ILMN_1343395,,,,,,,,,,
ILMN_1343396,,,,,,,,,,
ILMN_1343397,,,,,,,,,,
ILMN_1343398,,,,,,,,,,
ILMN_1343399,,,,,,,,,,
ILMN_1343400,,,,,,,,,,
ILMN_1343401,,,,,,,,,,
ILMN_1343402,,,,,,,,,,
ILMN_1343403,,,,,,,,,,
ILMN_1343404,,,,,,,,,,
ILMN_1343406,,,,,,,,,,
ILMN_1343407,,,,,,,,,,
ILMN_1343408,,,,,,,,,,
ILMN_1343409,,,,,,,,,,
ILMN_1343410,,,,,,,,,,
ILMN_1343411,,,,,,,,,,
ILMN_1343412,,,,,,,,,,
ILMN_1343413,,,,,,,,,,
ILMN_1343414,,,,,,,,,,
ILMN_1343415,,,,,,,,,,
ILMN_1343416,,,,,,,,,,
ILMN_1343417,,,,,,,,,,
ILMN_1343418,,,,,,,,,,
ILMN_1343419,,,,,,,,,,
ILMN_1343420,,,,,,,,,,
ILMN_1343421,,,,,,,,,,
ILMN_1343422,,,,,,,,,,
ILMN_1343423,,,,,,,,,,
ILMN_1343424,,,,,,,,,,
ILMN_1343425,,,,,,,,,,
ILMN_1343426,,,,,,,,,,
ILMN_1343427,,,,,,,,,,
ILMN_1343428,,,,,,,,,,
ILMN_1343429,,,,,,,,,,
ILMN_1343430,,,,,,,,,,
ILMN_1343431,,,,,,,,,,
ILMN_1343432,,,,,,,,,,
ILMN_1343433,,,,,,,,,,
ILMN_1343434,,,,,,,,,,
ILMN_1343435,,,,,,,,,,
ILMN_1343436,,,,,,,,,,
ILMN_1343437,,,,,,,,,,
ILMN_1343438,,,,,,,,,,
ILMN_1343439,,,,,,,,,,
ILMN_1343440,,,,,,,,,,
ILMN_1343441,,,,,,,,,,
ILMN_1343442,,,,,,,,,,
ILMN_1343443,,,,,,,,,,
ILMN_1343444,,,,,,,,,,
ILMN_1343445,,,,,,,,,,
ILMN_1343446,,,,,,,,,,
ILMN_1343447,,,,,,,,,,
ILMN_1343448,,,,,,,,,,
ILMN_1343449,,,,,,,,,,
ILMN_1343450,,,,,,,,,,
ILMN_1343451,,,,,,,,,,
ILMN_1343452,,,,,,,,,,
ILMN_1343453,,,,,,,,,,
ILMN_1343454,,,,,,,,,,
ILMN_1343455,,,,,,,,,,
ILMN_1343456,,,,,,,,,,
ILMN_1343457,,,,,,,,,,
ILMN_1343458,,,,,,,,,,
ILMN_1343459,,,,,,,,,,
ILMN_1343460,,,,,,,,,,
ILMN_1343461,,,,,,,,,,
ILMN_1343462,,,,,,,,,,
ILMN_1343463,,,,,,,,,,
ILMN_1343464,,,,,,,,,,
ILMN_1343465,,,,,,,,,,
ILMN_1343466,,,,,,,,,,
ILMN_1343467,,,,,,,,,,
ILMN_1343468,,,,,,,,,,
ILMN_1343469,,,,,,,,,,
ILMN_1343470,,,,,,,,,,
ILMN_1343471,,,,,,,,,,
ILMN_1343472,,,,,,,,,,
ILMN_1343473,,,,,,,,,,
ILMN_1343474,,,,,,,,,,
ILMN_1343475,,,,,,,,,,
ILMN_1343476,,,,,,,,,,
ILMN_1343477,,,,,,,,,,
ILMN_1343478,,,,,,,,,,
ILMN_1343479,,,,,,,,,,
ILMN_1343480,,,,,,,,,,
ILMN_1343481,,,,,,,,,,
ILMN_1343482,,,,,,,,,,
ILMN_1343483,,,,,,,,,,
ILMN_1343484,,,,,,,,,,
ILMN_1343485,,,,,,,,,,
ILMN_1343486,,,,,,,,,,
ILMN_1343487,,,,,,,,,,
ILMN_1343488,,,,,,,,,,
ILMN_1343489,,,,,,,,,,
ILMN_1343490,,,,,,,,,,
ILMN_1343491,,,,,,,,,,
ILMN_1343492,,,,,,,,,,
ILMN_1343493,,,,,,,,,,
ILMN_1343494,,,,,,,,,,
ILMN_1343495,,,,,,,,,,
ILMN_1343496,,,,,,,,,,
ILMN_1343497,,,,,,,,,,
ILMN_1343498,,,,,,,,,,
ILMN_1343499,,,,,,,,,,
ILMN_1343500,,,,,,,,,,
ILMN_1343501,,,,,,,,,,
ILMN_1343502,,,,,,,,,,
ILMN_1343503,,,,,,,,,,
ILMN_1343504,,,,,,,,,,
ILMN_1343505,,,,,,,,,,
ILMN_1343506,,,,,,,,,,
ILMN_1343507,,,,,,,,,,
ILMN_1343508,,,,,,,,,,
ILMN_1343509,,,,,,,,,,
ILMN_1343510,,,,,,,,,,
ILMN_1343511,,,,,,,,,,
ILMN_1343512,,,,,,,,,,
ILMN_1343513,,,,,,,,,,
ILMN_1343514,,,,,,,,,,
ILMN_1343515,,,,,,,,,,
ILMN_1343516,,,,,,,,,,
ILMN_1343517,,,,,,,,,,
ILMN_1343518,,,,,,,,,,
ILMN_1343519,,,,,,,,,,
ILMN_1343520,,,,,,,,,,
ILMN_1343521,,,,,,,,,,
ILMN_1343522,,,,,,,,,,
ILMN_1343523,,,,,,,,,,
ILMN_1343524,,,,,,,,,,
ILMN_1343525,,,,,,,,,,
ILMN_1343526,,,,,,,,,,
ILMN_1343527,,,,,,,,,,
ILMN_1343528,,,,,,,,,,
ILMN_1343529,,,,,,,,,,
ILMN_1343530,,,,,,,,,,
ILMN_1343531,,,,,,,,,,
ILMN_1343532,,,,,,,,,,
ILMN_1343533,,,,,,,,,,
ILMN_1343534,,,,,,,,,,
ILMN_1343535,,,,,,,,,,
ILMN_1343536,,,,,,,,,,
ILMN_1343537,,,,,,,,,,
ILMN_1343538,,,,,,,,,,
ILMN_1343539,,,,,,,,,,
ILMN_1343540,,,,,,,,,,
ILMN_1343541,,,,,,,,,,
ILMN_1343542,,,,,,,,,,
ILMN_1343543,,,,,,,,,,
ILMN_1343544,,,,,,,,,,
ILMN_1343545,,,,,,,,,,
ILMN_1343546,,,,,,,,,,
ILMN_1343547,,,,,,,,,,
ILMN_1343548,,,,,,,,,,
ILMN_1343549,,,,,,,,,,
ILMN_1343550,,,,,,,,,,
ILMN_1343551,,,,,,,,,,
ILMN_1343552,,,,,,,,,,
ILMN_1343553,,,,,,,,,,
ILMN_1343554,,,,,,,,,,
ILMN_1343555,,,,,,,,,,
ILMN_1343556,,,,,,,,,,
ILMN_1343557,,,,,,,,,,
ILMN_1343558,,,,,,,,,,
ILMN_1343559,,,,,,,,,,
ILMN_1343560,,,,,,,,,,
ILMN_1343561,,,,,,,,,,
ILMN_1343562,,,,,,,,,,
ILMN_1343563,,,,,,,,,,
ILMN_1343564,,,,,,,,,,
ILMN_1343565,,,,,,,,,,
ILMN_1343566,,,,,,,,,,
ILMN_1343567,,,,,,,,,,
ILMN_1343568,,,,,,,,,,
ILMN_1343569,,,,,,,,,,
ILMN_1343570,,,,,,,,,,
ILMN_1343571,,,,,,,,,,
ILMN_1343572,,,,,,,,,,
ILMN_1343573,,,,,,,,,,
ILMN_1343574,,,,,,,,,,
ILMN_1343575,,,,,,,,,,
ILMN_1343576,,,,,,,,,,
ILMN_1343577,,,,,,,,,,
ILMN_1343578,,,,,,,,,,
ILMN_1343579,,,,,,,,,,
ILMN_1343580,,,,,,,,,,
ILMN_1343581,,,,,,,,,,
ILMN_1343582,,,,,,,,,,
ILMN_1343583,,,,,,,,,,
ILMN_1343584,,,,,,,,,,
ILMN_1343585,,,,,,,,,,
ILMN_1343586,,,,,,,,,,
ILMN_1343587,,,,,,,,,,
ILMN_1343589,,,,,,,,,,
ILMN_1343590,,,,,,,,,,
ILMN_1343591,,,,,,,,,,
ILMN_1343592,,,,,,,,,,
ILMN_1343593,,,,,,,,,,
ILMN_1343594,,,,,,,,,,
ILMN_1343595,,,,,,,,,,
ILMN_1343596,,,,,,,,,,
ILMN_1343597,,,,,,,,,,
ILMN_1343598,,,,,,,,,,
ILMN_1343599,,,,,,,,,,
ILMN_1343600,,,,,,,,,,
ILMN_1343601,,,,,,,,,,
ILMN_1343602,,,,,,,,,,
ILMN_1343603,,,,,,,,,,
ILMN_1343604,,,,,,,,,,
ILMN_1343605,,,,,,,,,,
ILMN_1343606,,,,,,,,,,
ILMN_1343607,,,,,,,,,,
ILMN_1343608,,,,,,,,,,
ILMN_1343609,,,,,,,,,,
ILMN_1343610,,,,,,,,,,
ILMN_1343611,,,,,,,,,,
ILMN_1343612,,,,,,,,,,
ILMN_1343613,,,,,,,,,,
ILMN_1343614,,,,,,,,,,
ILMN_1343615,,,,,,,,,,
ILMN_1343616,,,,,,,,,,
ILMN_1343617,,,,,,,,,,
ILMN_1343618,,,,,,,,,,
ILMN_1343619,,,,,,,,,,
ILMN_1343620,,,,,,,,,,
ILMN_1343621,,,,,,,,,,
ILMN_1343622,,,,,,,,,,
ILMN_1343623,,,,,,,,,,
ILMN_1343624,,,,,,,,,,
ILMN_1343625,,,,,,,,,,
ILMN_1343626,,,,,,,,,,
ILMN_1343627,,,,,,,,,,
ILMN_1343628,,,,,,,,,,
ILMN_1343629,,,,,,,,,,
ILMN_1343630,,,,,,,,,,
ILMN_1343631,,,,,,,,,,
ILMN_1343632,,,,,,,,,,
ILMN_1343633,,,,,,,,,,
ILMN_1343634,,,,,,,,,,
ILMN_1343635,,,,,,,,,,
ILMN_1343636,,,,,,,,,,
ILMN_1343637,,,,,,,,,,
ILMN_1343638,,,,,,,,,,
ILMN_1343639,,,,,,,,,,
ILMN_1343640,,,,,,,,,,
ILMN_1343641,,,,,,,,,,
ILMN_1343642,,,,,,,,,,
ILMN_1343643,,,,,,,,,,
ILMN_1343644,,,,,,,,,,
ILMN_1343645,,,,,,,,,,
ILMN_1343646,,,,,,,,,,
ILMN_1343647,,,,,,,,,,
ILMN_1343648,,,,,,,,,,
ILMN_1343649,,,,,,,,,,
ILMN_1343650,,,,,,,,,,
ILMN_1343651,,,,,,,,,,
ILMN_1343652,,,,,,,,,,
ILMN_1343653,,,,,,,,,,
ILMN_1343654,,,,,,,,,,
ILMN_1343655,,,,,,,,,,
ILMN_1343656,,,,,,,,,,
ILMN_1343657,,,,,,,,,,
ILMN_1343659,,,,,,,,,,
ILMN_1343660,,,,,,,,,,
ILMN_1343661,,,,,,,,,,
ILMN_1343662,,,,,,,,,,
ILMN_1343663,,,,,,,,,,
ILMN_1343664,,,,,,,,,,
ILMN_1343665,,,,,,,,,,
ILMN_1343666,,,,,,,,,,
ILMN_1343667,,,,,,,,,,
ILMN_1343668,,,,,,,,,,
ILMN_1343669,,,,,,,,,,
ILMN_1343670,,,,,,,,,,
ILMN_1343671,,,,,,,,,,
ILMN_1343672,,,,,,,,,,
ILMN_1343673,,,,,,,,,,
ILMN_1343674,,,,,,,,,,
ILMN_1343675,,,,,,,,,,
ILMN_1343676,,,,,,,,,,
ILMN_1343677,,,,,,,,,,
ILMN_1343678,,,,,,,,,,
ILMN_1343679,,,,,,,,,,
ILMN_1343680,,,,,,,,,,
ILMN_1343681,,,,,,,,,,
ILMN_1343682,,,,,,,,,,
ILMN_1343683,,,,,,,,,,
ILMN_1343684,,,,,,,,,,
ILMN_1343685,,,,,,,,,,
ILMN_1343686,,,,,,,,,,
ILMN_1343687,,,,,,,,,,
ILMN_1343688,,,,,,,,,,
ILMN_1343689,,,,,,,,,,
ILMN_1343690,,,,,,,,,,
ILMN_1343691,,,,,,,,,,
ILMN_1343692,,,,,,,,,,
ILMN_1343693,,,,,,,,,,
ILMN_1343694,,,,,,,,,,
ILMN_1343695,,,,,,,,,,
ILMN_1343696,,,,,,,,,,
ILMN_1343697,,,,,,,,,,
ILMN_1343698,,,,,,,,,,
ILMN_1343699,,,,,,,,,,
ILMN_1343700,,,,,,,,,,
ILMN_1343701,,,,,,,,,,
ILMN_1343702,,,,,,,,,,
ILMN_1343703,,,,,,,,,,
ILMN_1343704,,,,,,,,,,
ILMN_1343705,,,,,,,,,,
ILMN_1343706,,,,,,,,,,
ILMN_1343707,,,,,,,,,,
ILMN_1343708,,,,,,,,,,
ILMN_1343709,,,,,,,,,,
ILMN_1343710,,,,,,,,,,
ILMN_1343711,,,,,,,,,,
ILMN_1343712,,,,,,,,,,
ILMN_1343713,,,,,,,,,,
ILMN_1343714,,,,,,,,,,
ILMN_1343715,,,,,,,,,,
ILMN_1343716,,,,,,,,,,
ILMN_1343717,,,,,,,,,,
ILMN_1343718,,,,,,,,,,
ILMN_1343719,,,,,,,,,,
ILMN_1343720,,,,,,,,,,
ILMN_1343721,,,,,,,,,,
ILMN_1343722,,,,,,,,,,
ILMN_1343723,,,,,,,,,,
ILMN_1343724,,,,,,,,,,
ILMN_1343725,,,,,,,,,,
ILMN_1343726,,,,,,,,,,
ILMN_1343727,,,,,,,,,,
ILMN_1343728,,,,,,,,,,
ILMN_1343729,,,,,,,,,,
ILMN_1343730,,,,,,,,,,
ILMN_1343731,,,,,,,,,,
ILMN_1343732,,,,,,,,,,
ILMN_1343733,,,,,,,,,,
ILMN_1343734,,,,,,,,,,
ILMN_1343735,,,,,,,,,,
ILMN_1343736,,,,,,,,,,
ILMN_1343737,,,,,,,,,,
ILMN_1343738,,,,,,,,,,
ILMN_1343739,,,,,,,,,,
ILMN_1343740,,,,,,,,,,
ILMN_1343741,,,,,,,,,,
ILMN_1343742,,,,,,,,,,
ILMN_1343743,,,,,,,,,,
ILMN_1343744,,,,,,,,,,
ILMN_1343745,,,,,,,,,,
ILMN_1343746,,,,,,,,,,
ILMN_1343747,,,,,,,,,,
ILMN_1343748,,,,,,,,,,
ILMN_1343749,,,,,,,,,,
ILMN_1343750,,,,,,,,,,
ILMN_1343751,,,,,,,,,,
ILMN_1343752,,,,,,,,,,
ILMN_1343753,,,,,,,,,,
ILMN_1343754,,,,,,,,,,
ILMN_1343755,,,,,,,,,,
ILMN_1343756,,,,,,,,,,
ILMN_1343757,,,,,,,,,,
ILMN_1343758,,,,,,,,,,
ILMN_1343759,,,,,,,,,,
ILMN_1343760,,,,,,,,,,
ILMN_1343762,,,,,,,,,,
ILMN_1343763,,,,,,,,,,
ILMN_1343764,,,,,,,,,,
ILMN_1343765,,,,,,,,,,
ILMN_1343766,,,,,,,,,,
ILMN_1343767,,,,,,,,,,
ILMN_1343768,,,,,,,,,,
ILMN_1343769,,,,,,,,,,
ILMN_1343770,,,,,,,,,,
ILMN_1343771,,,,,,,,,,
ILMN_1343772,,,,,,,,,,
ILMN_1343773,,,,,,,,,,
ILMN_1343774,,,,,,,,,,
ILMN_1343775,,,,,,,,,,
ILMN_1343776,,,,,,,,,,
ILMN_1343777,,,,,,,,,,
ILMN_1343778,,,,,,,,,,
ILMN_1343779,,,,,,,,,,
ILMN_1343780,,,,,,,,,,
ILMN_1343781,,,,,,,,,,
ILMN_1343782,,,,,,,,,,
ILMN_1343783,,,,,,,,,,
ILMN_1343784,,,,,,,,,,
ILMN_1343785,,,,,,,,,,
ILMN_1343786,,,,,,,,,,
ILMN_1343787,,,,,,,,,,
ILMN_1343788,,,,,,,,,,
ILMN_1343789,,,,,,,,,,
ILMN_1343790,,,,,,,,,,
ILMN_1343791,,,,,,,,,,
ILMN_1343792,,,,,,,,,,
ILMN_1343793,,,,,,,,,,
ILMN_1343794,,,,,,,,,,
ILMN_1343795,,,,,,,,,,
ILMN_1343796,,,,,,,,,,
ILMN_1343797,,,,,,,,,,
ILMN_1343798,,,,,,,,,,
ILMN_1343799,,,,,,,,,,
ILMN_1343800,,,,,,,,,,
ILMN_1343802,,,,,,,,,,
ILMN_1343803,,,,,,,,,,
ILMN_1343804,,,,,,,,,,
ILMN_1343805,,,,,,,,,,
ILMN_1343806,,,,,,,,,,
ILMN_1343808,,,,,,,,,,
ILMN_1343809,,,,,,,,,,
ILMN_1343810,,,,,,,,,,
ILMN_1343811,,,,,,,,,,
ILMN_1343812,,,,,,,,,,
ILMN_1343813,,,,,,,,,,
ILMN_1343814,,,,,,,,,,
ILMN_1343815,,,,,,,,,,
ILMN_1343816,,,,,,,,,,
ILMN_1343817,,,,,,,,,,
ILMN_1343818,,,,,,,,,,
ILMN_1343819,,,,,,,,,,
ILMN_1343820,,,,,,,,,,
ILMN_1343821,,,,,,,,,,
ILMN_1343822,,,,,,,,,,
ILMN_1343823,,,,,,,,,,
ILMN_1343824,,,,,,,,,,
ILMN_1343825,,,,,,,,,,
ILMN_1343826,,,,,,,,,,
ILMN_1343827,,,,,,,,,,
ILMN_1343828,,,,,,,,,,
ILMN_1343829,,,,,,,,,,
ILMN_1343830,,,,,,,,,,
ILMN_1343831,,,,,,,,,,
ILMN_1343832,,,,,,,,,,
ILMN_1343833,,,,,,,,,,
ILMN_1343834,,,,,,,,,,
ILMN_1343835,,,,,,,,,,
ILMN_1343836,,,,,,,,,,
ILMN_1343837,,,,,,,,,,
ILMN_1343838,,,,,,,,,,
ILMN_1343839,,,,,,,,,,
ILMN_1343840,,,,,,,,,,
ILMN_1343841,,,,,,,,,,
ILMN_1343842,,,,,,,,,,
ILMN_1343843,,,,,,,,,,
ILMN_1343844,,,,,,,,,,
ILMN_1343845,,,,,,,,,,
ILMN_1343846,,,,,,,,,,
ILMN_1343847,,,,,,,,,,
ILMN_1343848,,,,,,,,,,
ILMN_1343849,,,,,,,,,,
ILMN_1343850,,,,,,,,,,
ILMN_1343851,,,,,,,,,,
ILMN_1343852,,,,,,,,,,
ILMN_1343853,,,,,,,,,,
ILMN_1343854,,,,,,,,,,
ILMN_1343855,,,,,,,,,,
ILMN_1343856,,,,,,,,,,
ILMN_1343857,,,,,,,,,,
ILMN_1343858,,,,,,,,,,
ILMN_1343859,,,,,,,,,,
ILMN_1343860,,,,,,,,,,
ILMN_1343861,,,,,,,,,,
ILMN_1343862,,,,,,,,,,
ILMN_1343863,,,,,,,,,,
ILMN_1343864,,,,,,,,,,
ILMN_1343865,,,,,,,,,,
ILMN_1343866,,,,,,,,,,
ILMN_1343867,,,,,,,,,,
ILMN_1343868,,,,,,,,,,
ILMN_1343869,,,,,,,,,,
ILMN_1343870,,,,,,,,,,
ILMN_1343871,,,,,,,,,,
ILMN_1343872,,,,,,,,,,
ILMN_1343873,,,,,,,,,,
ILMN_1343874,,,,,,,,,,
ILMN_1343875,,,,,,,,,,
ILMN_1343876,,,,,,,,,,
ILMN_1343877,,,,,,,,,,
ILMN_1343878,,,,,,,,,,
ILMN_1343879,,,,,,,,,,
ILMN_1343880,,,,,,,,,,
ILMN_1343881,,,,,,,,,,
ILMN_1343882,,,,,,,,,,
ILMN_1343883,,,,,,,,,,
ILMN_1343884,,,,,,,,,,
ILMN_1343885,,,,,,,,,,
ILMN_1343886,,,,,,,,,,
ILMN_1343887,,,,,,,,,,
ILMN_1343888,,,,,,,,,,
ILMN_1343889,,,,,,,,,,
ILMN_1343890,,,,,,,,,,
ILMN_1343891,,,,,,,,,,
ILMN_1343892,,,,,,,,,,
ILMN_1343893,,,,,,,,,,
ILMN_1343894,,,,,,,,,,
ILMN_1343895,,,,,,,,,,
ILMN_1343896,,,,,,,,,,
ILMN_1343897,,,,,,,,,,
ILMN_1343898,,,,,,,,,,
ILMN_1343899,,,,,,,,,,
ILMN_1343900,,,,,,,,,,
ILMN_1343901,,,,,,,,,,
ILMN_1343902,,,,,,,,,,
ILMN_1343903,,,,,,,,,,
ILMN_1343904,,,,,,,,,,
ILMN_1343905,,,,,,,,,,
ILMN_1343906,,,,,,,,,,
ILMN_1343907,,,,,,,,,,
ILMN_1343908,,,,,,,,,,
ILMN_1343909,,,,,,,,,,
ILMN_1343910,,,,,,,,,,
ILMN_1343911,,,,,,,,,,
ILMN_1343912,,,,,,,,,,
ILMN_1343913,,,,,,,,,,
ILMN_1343914,,,,,,,,,,
ILMN_1343915,,,,,,,,,,
ILMN_1343916,,,,,,,,,,
ILMN_1343917,,,,,,,,,,
ILMN_1343918,,,,,,,,,,
ILMN_1343919,,,,,,,,,,
ILMN_1343920,,,,,,,,,,
ILMN_1343921,,,,,,,,,,
ILMN_1343922,,,,,,,,,,
ILMN_1343923,,,,,,,,,,
ILMN_1343924,,,,,,,,,,
ILMN_1343925,,,,,,,,,,
ILMN_1343926,,,,,,,,,,
ILMN_1343927,,,,,,,,,,
ILMN_1343928,,,,,,,,,,
ILMN_1343929,,,,,,,,,,
ILMN_1343930,,,,,,,,,,
ILMN_1343931,,,,,,,,,,
ILMN_1343932,,,,,,,,,,
ILMN_1343933,,,,,,,,,,
ILMN_1343934,,,,,,,,,,
ILMN_1343935,,,,,,,,,,
ILMN_1343936,,,,,,,,,,
ILMN_1343937,,,,,,,,,,
ILMN_1343938,,,,,,,,,,
ILMN_1343939,,,,,,,,,,
ILMN_1343940,,,,,,,,,,
ILMN_1343941,,,,,,,,,,
ILMN_1343942,,,,,,,,,,
ILMN_1343943,,,,,,,,,,
ILMN_1343944,,,,,,,,,,
ILMN_1343945,,,,,,,,,,
ILMN_1343946,,,,,,,,,,
ILMN_1343947,,,,,,,,,,
ILMN_1343948,,,,,,,,,,
ILMN_1343949,,,,,,,,,,
ILMN_1343950,,,,,,,,,,
ILMN_1343951,,,,,,,,,,
ILMN_1343952,,,,,,,,,,
ILMN_1343953,,,,,,,,,,
ILMN_1343954,,,,,,,,,,
ILMN_1343955,,,,,,,,,,
ILMN_1343956,,,,,,,,,,
ILMN_1343957,,,,,,,,,,
ILMN_1343958,,,,,,,,,,
ILMN_1343959,,,,,,,,,,
ILMN_1343960,,,,,,,,,,
ILMN_1343961,,,,,,,,,,
ILMN_1343962,,,,,,,,,,
ILMN_1343963,,,,,,,,,,
ILMN_1343964,,,,,,,,,,
ILMN_1343965,,,,,,,,,,
ILMN_1343966,,,,,,,,,,
ILMN_1343967,,,,,,,,,,
ILMN_1343968,,,,,,,,,,
ILMN_1343969,,,,,,,,,,
ILMN_1343970,,,,,,,,,,
ILMN_1343971,,,,,,,,,,
ILMN_1343972,,,,,,,,,,
ILMN_1343973,,,,,,,,,,
ILMN_1343974,,,,,,,,,,
ILMN_1343975,,,,,,,,,,
ILMN_1343977,,,,,,,,,,
ILMN_1343978,,,,,,,,,,
ILMN_1343979,,,,,,,,,,
ILMN_1343980,,,,,,,,,,
ILMN_1343981,,,,,,,,,,
ILMN_1343982,,,,,,,,,,
ILMN_1343983,,,,,,,,,,
ILMN_1343984,,,,,,,,,,
ILMN_1343985,,,,,,,,,,
ILMN_1343986,,,,,,,,,,
ILMN_1343987,,,,,,,,,,
ILMN_1343988,,,,,,,,,,
ILMN_1343989,,,,,,,,,,
ILMN_1343990,,,,,,,,,,
ILMN_1343991,,,,,,,,,,
ILMN_1343992,,,,,,,,,,
ILMN_1343993,,,,,,,,,,
ILMN_1343994,,,,,,,,,,
ILMN_1343995,,,,,,,,,,
ILMN_1343996,,,,,,,,,,
ILMN_1343997,,,,,,,,,,
ILMN_1343998,,,,,,,,,,
ILMN_1343999,,,,,,,,,,
ILMN_1344000,,,,,,,,,,
ILMN_1344001,,,,,,,,,,
ILMN_1344002,,,,,,,,,,
ILMN_1344003,,,,,,,,,,
ILMN_1344004,,,,,,,,,,
ILMN_1344005,,,,,,,,,,
ILMN_1344006,,,,,,,,,,
ILMN_1344007,,,,,,,,,,
ILMN_1344008,,,,,,,,,,
ILMN_1344009,,,,,,,,,,
ILMN_1344010,,,,,,,,,,
ILMN_1344011,,,,,,,,,,
ILMN_1344012,,,,,,,,,,
ILMN_1344013,,,,,,,,,,
ILMN_1344014,,,,,,,,,,
ILMN_1344015,,,,,,,,,,
ILMN_1344016,,,,,,,,,,
ILMN_1344017,,,,,,,,,,
ILMN_1344018,,,,,,,,,,
ILMN_1344019,,,,,,,,,,
